#-------------------------------------------
# Food Diary Report - Detailed Report,"Thursday, April 1, 2021","Friday, April 30, 2021"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,1858,80.59,200.74,84.09
Breakfast,382,16.04,43.64,16.39
Lunch,382,16.38,42.42,16.91
Dinner,393,17.65,40.08,18.82
Snacks/Other,701,30.52,74.59,31.96

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)
  Куриное Филе Жареное без Масла,57,0.66,0.173,0.11,0,0.03,11.84,73,30,
   52 g
  Картофельное Пюре,147,5.2,1.163,23.11,1.9,2.03,2.65,340,1,382
   147 g
  Белевские Сладости Белевская Пастила,50,0,0,12.82,,,0.18,,,
   18 g
 Dinner,262,4.19,0.954,46.49,1.4,1.47,10.74,295,22,273
  Куриное Филе Жареное без Масла,41,0.47,0.123,0.08,0,0.02,8.43,52,21,
   37 g
  Картофельное Пюре,105,3.72,0.831,16.51,1.4,1.45,1.89,243,1,273
   105 g
  Белевские Сладости Белевская Пастила,116,0,0,29.9,,,0.42,,,
   42 g
 Snacks/Other,714,29.88,9.762,79.77,4.9,6.1,31.52,1176,159,12
  Куриное Филе,44,0.5,0.132,0,0,0,9.24,26,23,
   40 g
  Кабачки Тушеные,33,2.01,0.383,3.85,1.2,2.29,0.81,187,0,
   91 g
  Драники,245,13.17,2.226,26.04,2.9,2.54,5.44,682,85,
   100 g
  ВкусВилл Говядина с Томленой Картошкой,206,1.26,,42.03,,,6.57,,,
   90 g
  Драники,68,3.69,0.623,7.29,0.8,0.71,1.52,191,24,
   28 g
  Козий Сыр (Твердый),118,9.25,6.398,0.56,0,0.56,7.94,90,27,12
   26 g

"Saturday, April 3, 2021",2099,91.81,36.895,229.21,8.2,40.88,88.31,2262,309,267
 Breakfast,255,9.39,1.532,36.24,2.1,2.39,7.53,445,52,85
  Драники,122,6.58,1.113,13.02,1.4,1.27,2.72,341,42,
   50 g
  Куриное Филе,20,0.22,0.059,0,0,0,4.16,12,10,
   18 g
  Рататуй,33,2.59,0.36,2.57,0.7,1.12,0.36,92,0,85
   46 g
  Белевские Сладости Белевская Пастила,80,0,0,20.65,,,0.29,,,
   29 g
 Lunch,398,11.28,6.345,64.53,1.7,11.74,10.33,150,28,123
  ВкусВилл Говядина с Томленой Картошкой,155,0.95,,31.76,,,4.96,,,
   68 g
  Брокколи,13,0.14,0.015,2.59,1,0.66,1.1,13,0,123
   39 g
  Пирожное,230,10.19,6.33,30.18,0.7,11.08,4.27,137,28,
   67 g
 Dinner,746,36.83,12.675,64.66,2.2,3.04,37.43,915,95,
  Хачапури,535,20.35,8.802,63.49,2.2,2.97,22.86,846,72,
   180 g
  Окей Шашлык Куриный,127,9.86,,1.1,,,8.47,,,
   58 g
  Сыр Сулугуни,84,6.62,3.873,0.07,0,0.07,6.1,69,23,
   30 g
 Snacks/Other,700,34.31,16.343,63.78,2.2,23.71,33.02,752,134,59
  Рататуй,23,1.8,0.25,1.79,0.5,0.78,0.25,64,0,59
   32 g
  Шашлык Куриный,215,11.97,3.339,1.17,0.4,0.6,24.16,412,77,
   119 g
  Пирожное,462,20.54,12.754,60.82,1.3,22.33,8.61,276,57,
   135 g

"Sunday, April 4, 2021",2281,85.77,16.89,281.75,5.7,28.26,95.52,850,123,626
 Breakfast,471,15.09,7.525,63.26,2.4,13.95,20.34,206,56,196
  Куриное Филе,44,0.5,0.132,0,0,0,9.24,26,23,
   40 g
  Брокколи,21,0.23,0.024,4.12,1.6,1.05,1.75,20,0,196
   62 g
  Пирожное,267,11.87,7.369,35.14,0.8,12.9,4.97,160,33,
   78 g
  Домашняя Выпечка Шарлотка с Яблоками,139,2.49,,24,,,4.38,,,
   73 g
 Lunch,383,14.37,0.469,50.1,0.9,1.46,14.02,121,0,110
  Окей Шашлык Куриный,112,8.67,,0.97,,,7.45,,,
   51 g
  ВкусВилл Говядина с Томленой Картошкой,91,0.56,,18.68,,,2.92,,,
   40 g
  Рататуй,43,3.38,0.469,3.35,0.9,1.46,0.47,121,0,110
   60 g
  Grow Food  Шарлотка,137,1.76,,27.1,,,3.18,,,
   65 g
 Dinner,337,7.27,2.472,51.01,1.7,1.6,15.94,384,38,320
  Куриное Филе,48,0.55,0.145,0,0,0,10.16,29,26,
   44 g
  Картофельное Пюре (с Цельным Молоком и Маслом),127,4.73,2.327,18.78,1.7,1.6,2.09,355,12,320
   112 g
  Grow Food  Шарлотка,154,1.97,,30.44,,,3.58,,,
   73 g
  Zero Джем Абрикосовый ,8,0.02,,1.79,,,0.11,,,
   18 g
 Snacks/Other,1090,49.04,6.424,117.38,0.7,11.25,45.22,139,29,
  Мираторг Бургер из Говядины,305,22.86,,6.35,,0,19.05,,,
   127 g
  Пирожное,233,10.34,6.424,30.63,0.7,11.25,4.34,139,29,
   68 g
  ВкусВилл Говядина с Томленой Картошкой,238,1.46,,48.57,,,7.59,,,
   104 g
  Окей Шашлык Куриный,160,12.41,,1.39,,,10.66,,,
   73 g
  Grow Food  Шарлотка,154,1.97,,30.44,,,3.58,,,
   73 g

"Monday, April 5, 2021",1816,98.52,20.945,168.32,12.5,37.53,68.51,1072,173,289
 Breakfast,389,23.22,6.545,33.83,1.9,12.4,12.24,304,26,162
  Рататуй,63,4.95,0.688,4.91,1.3,2.15,0.7,177,0,162
   88 g
  Окей Шашлык Куриный,114,8.84,,0.99,,,7.59,,,
   52 g
  Пирожное,212,9.43,5.857,27.93,0.6,10.25,3.95,127,26,
   62 g
 Lunch,346,5.93,0.715,56.44,6.1,11.76,18.19,170,28,127
  Рататуй,50,3.88,0.54,3.85,1,1.68,0.55,139,0,127
   69 g
  Куриное Филе,53,0.6,0.158,0,0,0,11.08,31,28,
   48 g
  ВкусВилл Говядина с Томленой Картошкой,183,1.12,,37.36,,,5.84,,,
   80 g
  Груша,60,0.33,0.017,15.23,5.1,10.08,0.72,0,0,
   143 g
 Dinner,862,59.63,7.639,49.22,3.9,2.79,34,467,92,
  Мираторг Бургер из Говядины,310,23.22,,6.45,,0,19.35,,,
   129 g
  Картошка Печеная,51,0.36,0.059,11.08,1.1,0.61,1.35,163,0,
   54 g
  Драники с Мясом,501,36.05,7.58,31.69,2.8,2.18,13.3,304,92,
   240 g
 Snacks/Other,219,9.74,6.046,28.83,0.6,10.58,4.08,131,27,
  Пирожное,219,9.74,6.046,28.83,0.6,10.58,4.08,131,27,
   64 g

"Tuesday, April 6, 2021",1928,78.18,11.599,238.35,8.1,10.78,75.29,1752,129,1401
 Breakfast,532,17.84,1.641,80.88,2.1,2.42,14.69,697,22,543
  Печеный Картофель (Съеденый без Кожуры),129,0.14,0.036,29.95,2.1,2.37,2.73,402,0,543
   140 g
  Говядина Отварная,74,4.77,1.605,0.28,0,0.05,7.47,295,22,
   29 g
  Дионис Школьное Пирожное,329,12.93,,50.65,,,4.49,,,
"   2/3 x 100г, 67 g"
 Lunch,225,12.6,0.712,22.3,1.4,2.22,7.37,183,0,167
  Рататуй,66,5.12,0.712,5.08,1.4,2.22,0.72,183,0,167
   91 g
  Окей Шашлык Куриный,96,7.48,,0.84,,,6.42,,,
   44 g
  Белевские Сладости Белевская Пастила,63,0,0,16.38,,,0.23,,,
   23 g
 Dinner,91,4.34,0.662,3.85,1,1.68,9.09,163,21,127
  Рататуй,50,3.88,0.54,3.85,1,1.68,0.55,139,0,127
   69 g
  Куриное Филе,41,0.46,0.122,0,0,0,8.54,24,21,
   37 g
 Snacks/Other,1080,43.4,8.584,131.32,3.6,4.46,44.14,709,86,564
  Картофельное Пюре,167,5.91,1.321,26.25,2.2,2.3,3.01,386,2,434
   167 g
  Куриное Филе,67,0.76,0.201,0,0,0,14.08,40,35,
   61 g
  Дионис Школьное Пирожное,589,23.16,,90.72,,,8.04,,,
   120 g
  Куриное Филе,42,0.47,0.125,0,0,0,8.77,25,22,
   38 g
  Рататуй,46,3.6,0.5,3.57,1,1.56,0.51,129,0,118
   64 g
  Лаваш Армянский,51,0.25,0.039,10.22,0.4,0.04,1.79,39,0,
   18 g
  Козий Сыр (Твердый),118,9.25,6.398,0.56,0,0.56,7.94,90,27,12
   26 g

"Wednesday, April 7, 2021",1986,85.95,5.467,231.89,5.2,21.06,72.46,1219,111,245
 Breakfast,376,15.14,0.552,48.43,0.8,1.34,12.99,135,21,101
  Куриное Филе,41,0.46,0.122,0,0,0,8.54,24,21,
   37 g
  Рататуй,40,3.1,0.43,3.07,0.8,1.34,0.43,111,0,101
   55 g
  Дионис Школьное Пирожное,295,11.58,,45.36,,,4.02,,,
   60 g
 Lunch,233,10.83,3.28,21.87,2,6.49,12.42,260,66,144
  Рататуй,56,4.39,0.61,4.35,1.2,1.9,0.62,157,0,144
   78 g
  Куриное Филе,40,0.45,0.119,0,0,0,8.31,23,21,
   36 g
  Банановые Панкейки,137,5.99,2.551,17.52,0.8,4.59,3.49,80,45,
   69 g
 Dinner,529,20.98,1.635,68.23,2.4,5.13,18.85,824,24,
  Картофель Тушеный с Мясом,234,9.4,1.635,22.87,2.4,5.13,14.83,824,24,
   167 g
  Дионис Школьное Пирожное,295,11.58,,45.36,,,4.02,,,
   60 g
 Snacks/Other,848,39,0,93.36,,8.1,28.2,,,
  Dr. Oetker Ristorante Pizza Carbonara,765,39,,72,,8.1,27.9,,,
"   3 x 100г, 300 g"
  Белевские Сладости Белевская Пастила,83,0,0,21.36,,,0.3,,,
   30 g

"Thursday, April 8, 2021",1371,63.84,9.856,130.16,6.6,23.86,66.81,1390,179,506
 Breakfast,147,11.13,2.791,5.4,1.4,2.18,6.82,219,24,147
  Рататуй,58,4.5,0.626,4.46,1.2,1.95,0.63,161,0,147
   80 g
  Свинина Тушеная,89,6.63,2.165,0.94,0.2,0.23,6.19,58,24,
   33 g
 Lunch,260,12.72,0.563,19.92,0.8,3.26,15.72,138,22,103
  Рататуй,40,3.15,0.438,3.12,0.8,1.37,0.44,113,0,103
   56 g
  Куриное Филе,42,0.47,0.125,0,0,0,8.77,25,22,
   38 g
  Dr. Oetker Ristorante Pizza Carbonara,178,9.1,,16.8,,1.89,6.51,,,
   70 g
 Dinner,398,20.28,,37.44,,4.21,14.51,,,
  Dr. Oetker Ristorante Pizza Carbonara,398,20.28,,37.44,,4.21,14.51,,,
   156 g
 Snacks/Other,566,19.71,6.502,67.4,4.4,14.21,29.76,1033,133,256
  Печеный Картофель (Съеденый без Кожуры),61,0.07,0.017,14.12,1,1.12,1.29,189,0,256
   66 g
  Куриное Филе Жареное без Масла,50,0.57,0.15,0.09,0,0.03,10.25,63,26,
   45 g
  Банановые Панкейки,139,6.07,2.588,17.77,0.8,4.66,3.54,81,45,
   70 g
  Zero Джем Абрикосовый ,4,0.01,,0.9,,,0.05,,,
   9 g
  Картофель Тушеный с Мясом,177,7.09,1.233,17.26,1.8,3.87,11.19,622,18,
   126 g
  Банановые Панкейки,135,5.9,2.514,17.26,0.8,4.53,3.44,78,44,
   68 g

"Friday, April 9, 2021",1506,58.49,11.432,169.34,7.7,12.06,76.24,1312,141,891
 Breakfast,289,16.6,2.199,25.96,0.7,1.07,10.38,115,24,81
  Куриное Филе,46,0.52,0.139,0,0,0,9.7,27,24,
   42 g
  Рататуй,32,2.48,0.344,2.46,0.7,1.07,0.35,88,0,81
   44 g
  Белевские Сладости Белевская Пастила,91,0,0,23.5,,,0.33,,,
"   1/3 x 100г, 33 g"
  Растительное Масло,120,13.6,1.716,0,0,0,0,0,0,
   1 tbsp
 Lunch,277,8.43,0.792,35.04,1.3,2.1,14.51,196,21,158
  Куриное Филе,40,0.45,0.119,0,0,0,8.31,23,21,
   36 g
  Рататуй,62,4.84,0.673,4.8,1.3,2.1,0.68,173,0,158
   86 g
  Домашняя Выпечка Шарлотка с Яблоками,175,3.14,,30.24,,,5.52,,,
   92 g
 Dinner,246,9.49,1.074,27.57,1.8,3,12.6,269,20,226
  Куриное Филе,37,0.42,0.112,0,0,0,7.85,22,20,
   34 g
  Рататуй,89,6.92,0.962,6.86,1.8,3,0.97,247,0,226
   123 g
  Домашняя Выпечка Шарлотка с Яблоками,120,2.15,,20.71,,,3.78,,,
   63 g
 Snacks/Other,694,23.97,7.367,80.77,3.9,5.89,38.75,732,76,426
  Куриное Филе,62,0.69,0.185,0,0,0,12.93,36,32,
   56 g
  Рататуй,84,6.59,0.915,6.53,1.8,2.85,0.92,235,0,215
   117 g
  Домашняя Выпечка Шарлотка с Яблоками,175,3.14,,30.24,,,5.52,,,
   92 g
  Куриное Филе,41,0.46,0.122,0,0,0,8.54,24,21,
   37 g
  Рататуй,62,4.84,0.673,4.8,1.3,2.1,0.68,173,0,158
   86 g
  Лаваш,96,0.42,0.058,19.5,0.8,0.46,3.18,188,0,42
   35 g
  Козий Сыр (Твердый),99,7.83,5.414,0.48,0,0.48,6.71,76,23,11
   22 g
  Белевские Сладости Белевская Пастила,75,0,0,19.22,,,0.27,,,
   27 g

"Saturday, April 10, 2021",1727,95.99,10.326,136.27,13.06,13.01,84.48,1455,177,1141
 Breakfast,332,19.09,2.541,32.03,1.3,2.17,10.09,204,23,164
  Куриное Филе,43,0.48,0.129,0,0,0,9.01,25,23,
   39 g
  Рататуй,64,5.01,0.696,4.97,1.3,2.17,0.7,179,0,164
   89 g
  Растительное Масло,120,13.6,1.716,0,0,0,0,0,0,
   1 tbsp
  Белевские Сладости Белевская Пастила,105,0,0,27.06,,,0.38,,,
   38 g
 Lunch,458,19.8,2.925,45.43,6.11,6.1,25.87,655,110,606
  Куриное Филе,36,0.41,0.109,0,0,0,7.62,21,19,
   33 g
  Рататуй,55,4.34,0.602,4.3,1.2,1.88,0.61,155,0,142
   77 g
  Куриное Филе,55,0.62,0.165,0,0,0,11.54,32,29,
   50 g
  Жареная Картошка,198,10.31,1.32,25.03,2.4,1.66,2.32,331,0,464
   107 g
  Кабачковые Оладьи,110,4.11,0.729,15.3,2.4,2.56,3.68,116,62,
   102 g
  Zero Низкокалорийный Джем Абрикос,4,0.01,,0.8,0.11,,0.1,,,
   10 g
 Dinner,478,33.12,0.45,20.75,1.35,0,24.45,,,
  Мираторг Бургер из Говядины,370,27.72,,7.7,,0,23.1,,,
   154 g
  Макдоналдс Картошка Фри,108,5.4,0.45,13.05,1.35,0,1.35,,,
   45 g
 Snacks/Other,459,23.98,4.41,38.06,4.3,4.74,24.07,596,44,371
  Куриное Филе,82,0.93,0.248,0,0,0,17.32,49,44,
   75 g
  Рататуй,130,10.13,1.408,10.04,2.7,4.39,1.42,362,0,331
   180 g
  Простые Чипсы из Кукурузы,155,8.52,1.084,18.9,1.6,0.35,1.81,185,0,40
   30 g
  VICI Dumplings With Beef,92,4.4,1.67,9.12,,,3.52,,,
   40 g

"Sunday, April 11, 2021",1535,66.13,14.908,165.44,15.41,30.21,72.56,2547.6,139,1243
 Breakfast,222,6.24,1.425,24.34,2,2.17,16.89,443,38,400
  Картофельное Пюре,154,5.45,1.218,24.21,2,2.13,2.77,356,2,400
   154 g
  Куриное Филе Жареное без Масла,68,0.79,0.207,0.13,0,0.04,14.12,87,36,
   62 g
 Lunch,355,26.45,3.816,21.73,3.8,12.46,10.97,370,22,282
  Рататуй,110,8.61,1.196,8.54,2.3,3.73,1.21,308,0,282
   153 g
  Куриное Филе Жареное без Масла,42,0.48,0.127,0.08,0,0.02,8.65,53,22,
   38 g
  Растительное Масло,120,13.6,1.716,0,0,0,0,0,0,
   1 tbsp
  Чернослив в Шоколаде,83,3.76,0.777,13.11,1.5,8.71,1.11,9,0,
   23 g
 Dinner,342,12.1,2.208,47.16,4.95,4.29,12.17,682,9,171
  Рататуй,67,5.24,0.727,5.19,1.4,2.27,0.73,187,0,171
   93 g
  Картофель Тушеный с Мясом,86,3.43,0.597,8.35,0.9,1.87,5.42,301,9,
   61 g
  Киноа (Вареный),142,2.19,0.224,26.09,2.2,0,4.96,194,0,
   99 g
  Sonko Рисовые Галеты Натуральные ,34,0.21,0.04,7.16,0.3,0.13,0.74,,,
   9 g
  Lindt Горький Шоколад 99%,12,1.02,0.62,0.16,,0.02,0.3,0,,
   2 g
  Zero Низкокалорийный Джем Чёрная Смородина,1,0.01,,0.21,0.15,,0.02,,,
   5 g
 Snacks/Other,616,21.34,7.459,72.21,4.66,11.29,32.53,1052.6,70,390
  Куриное Филе,66,0.74,0.198,0,0,0,13.85,39,35,
   60 g
  Картофельное Пюре,150,5.31,1.186,23.58,2,2.07,2.7,346,2,390
   150 g
  Картофель Тушеный с Мясом,116,4.67,0.812,11.37,1.2,2.55,7.37,410,12,
   83 g
  Хачапури,155,5.88,2.543,18.34,0.6,0.86,6.6,244,21,
   52 g
  Sonko Рисовые Галеты Натуральные ,34,0.21,0.04,7.16,0.3,0.13,0.74,,,
   9 g
  Lindt Горький Шоколад 99%,12,1.02,0.62,0.16,,0.02,0.3,0,,
   2 g
  Zero Низкокалорийный Джем Чёрная Смородина,1,0.01,,0.21,0.15,,0.02,,,
   5 g
  Kupiec Rice Cakes With Belgian Milk Chocolate,82,3.5,2.06,11.39,0.41,5.66,0.95,13.6,,
   17 g

"Monday, April 12, 2021",1639,58.53,19.36,180.93,8.3,10.37,93.11,2328,240,398
 Breakfast,172,2.44,0.35,21.61,1.9,0,15.65,193,29,
  Киноа (Вареный),117,1.82,0.185,21.61,1.9,0,4.11,161,0,
   82 g
  Куриное Филе,55,0.62,0.165,0,0,0,11.54,32,29,
   50 g
 Lunch,558,14.71,3.908,85.53,2.3,4.18,19.5,625,34,208
  Рататуй,81,6.36,0.884,6.31,1.7,2.76,0.89,227,0,208
   113 g
  Куриное Филе,29,0.32,0.086,0,0,0,6,17,15,
   26 g
  Хачапури,140,5.31,2.298,16.58,0.6,0.78,5.97,221,19,
   47 g
  Kupiec Rice Cakes with Sea Salt,308,2.72,0.64,62.64,,0.64,6.64,160,,
   80 g
 Dinner,119,6.31,0.94,5.75,1.5,2.51,10.28,234,24,190
  Рататуй,74,5.8,0.805,5.75,1.5,2.51,0.81,207,0,190
   103 g
  Куриное Филе,45,0.51,0.135,0,0,0,9.47,27,24,
   41 g
 Snacks/Other,790,35.07,14.162,68.04,2.6,3.68,47.68,1276,153,
  Хачапури,565,21.48,9.291,67.02,2.3,3.13,24.13,893,76,
   190 g
  Шашлык Куриный,180,10.06,2.806,0.98,0.3,0.51,20.3,346,65,
   100 g
  Сыр Сулугуни,45,3.53,2.065,0.04,0,0.04,3.25,37,12,
   16 g

"Tuesday, April 13, 2021",1799,65.7,20.643,210.24,15.9,27.61,92.16,2519,225,405
 Breakfast,585,23.88,9.527,58.71,2.2,2.98,31.51,956,100,
  Хачапури,491,18.65,8.068,58.2,2,2.72,20.95,776,66,
   165 g
  Шашлык Куриный,94,5.23,1.459,0.51,0.2,0.26,10.56,180,34,
   52 g
 Lunch,374,9.1,2.157,56.65,7.5,7.39,19.84,388,31,
  Киноа (Вареный),87,1.35,0.138,16.08,1.4,0,3.06,120,0,
   61 g
  Шашлык Куриный,85,4.73,1.319,0.46,0.2,0.24,9.54,163,30,
   47 g
  Кэроб,22,0.06,0.009,8.87,4,4.9,0.46,3,0,
   10 g
  Овсяное Печенье ПП,180,2.96,0.691,31.24,1.9,2.25,6.78,102,1,
   60 g
 Dinner,460,16.49,5.542,56.62,2.3,11.67,20.37,607,52,177
  Куриное Филе Жареное без Масла,40,0.46,0.12,0.08,0,0.02,8.2,51,21,
   36 g
  Картофельное Пюре,57,2.02,0.451,8.96,0.7,0.79,1.03,132,1,148
   57 g
  Хачапури,223,8.48,3.667,26.46,0.9,1.24,9.52,353,30,
   1 serving (75 g)
  Овсяное Печенье,135,5.52,1.304,19.93,0.7,9.62,1.55,71,0,29
   29 g
  Zero Джем Абрикосовый ,5,0.01,,1.19,,,0.07,,,
   12 g
 Snacks/Other,380,16.23,3.417,38.26,3.9,5.57,20.44,568,42,228
  Рататуй,89,6.98,0.97,6.92,1.9,3.03,0.98,249,0,228
   124 g
  Шашлык Куриный,114,6.34,1.768,0.62,0.2,0.32,12.79,218,41,
   63 g
  Овсяное Печенье ПП,177,2.91,0.679,30.72,1.8,2.22,6.67,101,1,
   59 g

"Wednesday, April 14, 2021",2148,92.64,14.863,240.72,6,12.62,92.62,1111,188,280
 Breakfast,511,18.32,1.886,66.03,0.4,0.58,21.44,199,45,
  Куриное Филе,58,0.66,0.175,0,0,0,12.24,34,31,
   53 g
  Хачапури,104,3.96,1.711,12.35,0.4,0.58,4.44,165,14,
   35 g
  Дионис Школьное Пирожное,349,13.7,,53.68,,,4.76,,,
   71 g
 Lunch,527,29.63,2.367,50.22,0.9,1.46,17.32,157,32,110
  Рататуй,43,3.38,0.469,3.35,0.9,1.46,0.47,121,0,110
   60 g
  Куриное Филе,60,0.68,0.182,0,0,0,12.7,36,32,
   55 g
  Растительное Масло,120,13.6,1.716,0,0,0,0,0,0,
   1 tbsp
  Дионис Школьное Пирожное,304,11.97,,46.87,,,4.15,,,
   62 g
 Dinner,318,14.22,5.175,30.76,2.9,0.64,17.47,305,41,9
  Мчади,195,7.34,0.62,30.37,2.9,0.25,3.21,218,0,
   69 g
  Козий Сыр (Твердый),81,6.41,4.43,0.39,0,0.39,5.49,62,19,9
   18 g
  Куриное Филе,42,0.47,0.125,0,0,0,8.77,25,22,
   38 g
 Snacks/Other,792,30.47,5.435,93.71,1.8,9.94,36.39,450,70,161
  Дионис Школьное Пирожное,373,14.67,,57.46,,,5.09,,,
   76 g
  Рататуй,44,3.43,0.477,3.4,0.9,1.49,0.48,123,0,112
   61 g
  Куриное Филе,58,0.66,0.175,0,0,0,12.24,34,31,
   53 g
  Мягкая Белая Булка,123,1.91,0.48,21.76,0.9,2.75,4.18,211,0,41
   44 g
  Козий Сыр (Твердый),77,6.05,4.184,0.37,0,0.37,5.19,59,18,8
   17 g
  Куриное Филе,40,0.45,0.119,0,0,0,8.31,23,21,
   36 g
  Kupiec Rice Cakes With Belgian Milk Chocolate,77,3.3,,10.72,,5.33,0.9,,,
   16 g

"Thursday, April 15, 2021",1663,67.33,9.188,201.68,9.7,25.92,69.78,1957,125,551
 Breakfast,170,7.53,0.923,17.12,2.4,1.82,9.33,257,19,129
  Куриное Филе,35,0.4,0.106,0,0,0,7.39,21,19,
   32 g
  Рататуй,50,3.94,0.547,3.91,1.1,1.71,0.55,141,0,129
   70 g
  Мчади,85,3.19,0.27,13.21,1.3,0.11,1.39,95,0,
   30 g
 Lunch,200,6.61,0.824,27.79,2,13.63,9.11,238,19,123
  Рататуй,45,3.55,0.493,3.52,0.9,1.54,0.5,127,0,116
   63 g
  Куриное Филе,35,0.4,0.106,0,0,0,7.39,21,19,
   32 g
  Мчади,71,2.66,0.225,11.01,1,0.09,1.16,79,0,
   25 g
  Мармелад,49,0,0,13.26,0.1,12,0.06,11,0,7
   20 g
 Dinner,441,18.57,0.787,56.9,1.3,2.07,13.83,195,21,156
  Рататуй,61,4.79,0.665,4.74,1.3,2.07,0.67,171,0,156
   85 g
  Куриное Филе,41,0.46,0.122,0,0,0,8.54,24,21,
   37 g
  Дионис Школьное Пирожное,339,13.32,,52.16,,,4.62,,,
   69 g
 Snacks/Other,852,34.62,6.654,99.87,4,8.4,37.51,1267,66,143
  Куриное Филе,44,0.5,0.132,0,0,0,9.24,26,23,
   40 g
  Рататуй,40,3.1,0.43,3.07,0.8,1.34,0.43,111,0,101
   55 g
  Белый Хлеб,90,1.12,0.244,17.21,0.8,1.47,2.6,232,0,34
   34 g
  Козий Сыр (Твердый),77,6.05,4.184,0.37,0,0.37,5.19,59,18,8
   17 g
  Картофель Тушеный с Мясом,238,9.57,1.664,23.28,2.4,5.22,15.09,839,25,
   170 g
  Дионис Школьное Пирожное,363,14.28,,55.94,,,4.96,,,
   74 g

"Friday, April 16, 2021",2383,112.05,18.547,244.78,10.5,14.03,100.38,2283.72,165,9
 Breakfast,561,22.24,1.517,74.15,2.2,4.76,18.45,765,23,
  Картофель Тушеный с Мясом,217,8.73,1.517,21.23,2.2,4.76,13.76,765,23,
   155 g
  Дионис Школьное Пирожное,344,13.51,,52.92,,,4.69,,,
   70 g
 Lunch,418,20.86,2.288,37.57,1.9,0.16,18.09,181.72,30,
