#-------------------------------------------
# Food Diary Report - Detailed Report,"Saturday, May 1, 2021","Monday, May 31, 2021"
#-------------------------------------------

#-------------------------------------------
# Period Summary
#-------------------------------------------
Daily Average,Cals ( kcal),Fat( g),Carbs( g),Prot( g)
Total,1843,81.43,184.85,91.6
Breakfast,346,14.63,34.02,19.1
Lunch,382,18.49,33.7,20.13
Dinner,390,17.98,35.69,20.9
Snacks/Other,725,30.33,81.45,31.47

#-------------------------------------------
# Report Details
#-------------------------------------------
Date,Cals ( kcal),Fat( g),Sat( g),Carbs( g),Fiber( g),Sugar( g),Prot( g),Sod( mg),Chol( mg),Potassium( mg)
 Breakfast,663,30.9,3.618,74.89,0.9,1.22,22.53,348,30,
  Хачапури,220,8.37,3.618,26.1,0.9,1.22,9.4,348,30,
   74 g
  Окей Шашлык Куриный,134,10.37,,1.16,,,8.91,,,
   61 g
  Дионис Школьное Пирожное,309,12.16,,47.63,,,4.22,,,
   63 g
 Lunch,174,16.57,2.155,2.73,0.7,1.2,4.32,109,10,90
  Куриное Филе,19,0.21,0.056,0,0,0,3.93,11,10,
   17 g
  Рататуй,35,2.76,0.383,2.73,0.7,1.2,0.39,98,0,90
   49 g
  Растительное Масло,120,13.6,1.716,0,0,0,0,0,0,
   1 tbsp
 Dinner,563,24.62,3.924,64.05,1.94,11.93,20.61,514,32,186
  Хачапури,238,9.04,3.912,28.22,1,1.32,10.16,376,32,
   80 g
  Окей Шашлык Куриный,99,7.65,,0.86,,,6.57,,,
   45 g
  Печеный Картофель (Съеденый без Кожуры),44,0.05,0.012,10.27,0.7,0.81,0.94,138,0,186
   48 g
  Panda Лакрица,65,0.08,0,15.2,0.24,9.8,0.74,,,
   20 g
  Kinder Milk-Slice,117,7.8,,9.5,,,2.2,,,
"   1 батончик, 30 g"
 Snacks/Other,946,36.57,12.676,121.7,3.4,39.78,31.79,934,195,62
  Хачапури,404,15.37,6.65,47.97,1.6,2.24,17.27,639,55,
   136 g
  Окей Шашлык Куриный,99,7.65,,0.86,,,6.57,,,
   45 g
  Печеный Картофель (Съеденый без Кожуры),15,0.02,0.004,3.42,0.2,0.27,0.31,46,0,62
   16 g
  Кулич Пасхальный,428,13.53,6.022,69.45,1.6,37.27,7.64,249,140,
   134 g

"Monday, May 3, 2021",1821,62.92,20.1,217.68,12.18,52.81,92.64,2189,394,629
 Breakfast,409,17.22,3.965,44.61,1.39,9.42,18.01,421,33,54
  Хачапури,241,9.16,3.961,28.57,1,1.34,10.29,381,33,
   81 g
  Окей Шашлык Куриный,103,7.99,,0.89,,,6.86,,,
   47 g
  Печеный Картофель (Съеденый без Кожуры),13,0.01,0.004,2.99,0.2,0.24,0.27,40,0,54
   14 g
  Panda Лакрица,52,0.06,0,12.16,0.19,7.84,0.59,,,
   16 g
 Lunch,357,13.24,4.945,38.39,1.29,9.29,19.81,513,61,
  Хачапури,217,8.25,3.57,25.75,0.9,1.2,9.27,343,29,
   73 g
  Шашлык Куриный,88,4.93,1.375,0.48,0.2,0.25,9.95,170,32,
   49 g
  Panda Лакрица,52,0.06,0,12.16,0.19,7.84,0.59,,,
   16 g
 Dinner,153,5.24,1.695,18.32,2.6,2.12,8.33,121,107,
  ПП Кекс,153,5.24,1.695,18.32,2.6,2.12,8.33,121,107,
   84 g
 Snacks/Other,902,27.22,9.495,116.36,6.9,31.98,46.49,1134,193,575
  Рататуй,68,5.35,0.743,5.3,1.4,2.32,0.75,191,0,175
   95 g
  Куриное Филе,35,0.4,0.106,0,0,0,7.39,21,19,
   32 g
  Печеный Картофель (Съеденый без Кожуры),23,0.03,0.006,5.35,0.4,0.42,0.49,72,0,97
   25 g
  Говядина Постная,111,5.32,2.239,0,0,0,14.7,47,45,
   71 g
  Печеный Картофель (Съеденый без Кожуры),72,0.08,0.02,16.68,1.2,1.32,1.52,224,0,303
   78 g
  ПП Кекс,126,4.31,1.393,15.05,2.1,1.74,6.84,99,88,
   69 g
  Хачапури,303,11.53,4.988,35.98,1.2,1.68,12.95,480,41,
   102 g
  Panda Лакрица,164,0.2,0,38,0.6,24.5,1.85,,,
"   1/2 x 100г, 50 g"

"Tuesday, May 4, 2021",1492,54.43,13.243,174.87,9.9,16.9,75.85,2127,286,616
 Breakfast,320,10.92,4.638,32.45,1.1,1.52,21.38,460,61,
  Хачапури,274,10.4,4.499,32.45,1.1,1.52,11.68,433,37,
   92 g
  Куриное Филе,46,0.52,0.139,0,0,0,9.7,27,24,
   42 g
 Lunch,200,9.37,2.155,15.28,1.7,2.62,13.62,366,30,205
  Рататуй,50,3.88,0.54,3.85,1,1.68,0.55,139,0,127
   69 g
  Куриное Филе,50,0.56,0.148,0,0,0,10.39,29,26,
   45 g
  Зеленый Листовой Салат,3,0.03,0.004,0.56,0.3,0.16,0.27,6,0,39
   20 g
  Сырное Печенье,97,4.9,1.463,10.87,0.4,0.78,2.41,192,4,39
   26 g
 Dinner,367,12.5,3.241,44.04,5,9.7,20.05,629,161,
  Картофель Тушеный с Мясом,132,5.29,0.92,12.87,1.3,2.88,8.35,464,14,
   94 g
  ПП Кекс,209,7.18,2.321,25.09,3.6,2.9,11.4,165,147,
   115 g
  Panda Лакрица,26,0.03,0,6.08,0.1,3.92,0.3,,,
   8 g
 Snacks/Other,605,21.64,3.209,83.1,2.1,3.06,20.8,672,34,411
  Куриное Филе,50,0.56,0.148,0,0,0,10.39,29,26,
   45 g
  Печеный Картофель (Съеденый без Кожуры),78,0.09,0.022,18.18,1.3,1.44,1.66,244,0,330
   85 g
  Сырное Печенье,202,10.18,3.039,22.58,0.8,1.62,5,399,8,81
   54 g
  Дионис Школьное Пирожное,275,10.81,,42.34,,,3.75,,,
   56 g

"Wednesday, May 5, 2021",1593,64.62,16.622,159.62,12.14,22.54,92.36,2598.92,308,830
 Breakfast,298,11.8,2.764,29.53,1.3,2.35,16.65,422.85,32,146
  Мистраль Киноа Вареная,66,1.06,,10.18,,,2.42,3.85,,
   55 g
  Рататуй,34,2.65,0.368,2.62,0.7,1.15,0.37,94,0,86
   47 g
  Куриное Филе,48,0.55,0.145,0,0,0,10.16,29,26,
   44 g
  Сырное Печенье,150,7.54,2.251,16.73,0.6,1.2,3.7,296,6,60
   40 g
 Lunch,156,2.34,0.106,18.68,0,0,11.83,28.07,19,
  Мистраль Киноа Вареная,121,1.94,,18.68,,,4.44,7.07,,
   101 g
  Куриное Филе,35,0.4,0.106,0,0,0,7.39,21,19,
   32 g
 Dinner,252,11.76,3.404,20.58,2.1,4.64,16.37,775,33,
  Картофель Тушеный с Мясом,210,8.45,1.468,20.54,2.1,4.6,13.32,740,22,
   150 g
  Сыр Сулугуни,42,3.31,1.936,0.04,0,0.04,3.05,35,11,
   15 g
 Snacks/Other,887,38.72,10.348,90.83,8.74,15.55,47.51,1373,224,684
  Картофельное Пюре,98,3.47,0.775,15.41,1.3,1.35,1.76,226,1,255
   98 g
  Говядина Постная,74,3.52,1.482,0,0,0,9.73,31,30,
   47 g
  Сырное Печенье,288,14.52,4.333,32.2,1.1,2.31,7.12,569,12,116
   77 g
  Куриное Филе,42,0.47,0.125,0,0,0,8.77,25,22,
   38 g
  Рататуй,71,5.52,0.766,5.47,1.5,2.39,0.77,197,0,180
   98 g
  Куриное Филе,37,0.42,0.112,0,0,0,7.85,22,20,
   34 g
  Рататуй,51,4,0.555,3.96,1.1,1.73,0.56,143,0,131
   71 g
  ПП Кекс,199,6.8,2.2,23.78,3.4,2.75,10.81,157,139,
   109 g
  Good Good Sweet Raspberry Jam,5,0,,4.4,0.34,0.82,0.14,,,
   20 g
  Мармелад-Горошек,22,0,0,5.61,0,4.2,0,3,0,2
   6 g

"Thursday, May 6, 2021",1809,65.2,7.06,234.03,5.7,5.8,72.5,1141.1,103,548
 Breakfast,203,4.85,0.668,25.79,2.6,1.02,14.49,286,24,77
  Киноа (Вареный),127,1.97,0.201,23.45,2,0,4.46,175,0,
   89 g
  Рататуй,30,2.36,0.328,2.34,0.6,1.02,0.33,84,0,77
   42 g
  Куриное Филе,46,0.52,0.139,0,0,0,9.7,27,24,
   42 g
 Lunch,159,6.55,0.683,14.34,1.1,1.85,11.01,171,16,140
  Куриное Филе,30,0.33,0.089,0,0,0,6.23,18,16,
   27 g
  Рататуй,55,4.28,0.594,4.24,1.1,1.85,0.6,153,0,140
   76 g
  Semper Картофельное Рагу с Говядиной ,74,1.94,,10.1,,0,4.18,,,
   102 g
 Dinner,387,17.85,5.61,37.41,2,2.93,18.87,655,46,331
  Картофельное Пюре,97,3.43,0.767,15.25,1.3,1.34,1.75,224,1,252
   97 g
  Говядина Постная,92,4.42,1.861,0,0,0,12.22,39,37,
   59 g
  Сырное Печенье,198,10,2.982,22.16,0.7,1.59,4.9,392,8,79
   53 g
 Snacks/Other,1060,35.95,0.099,156.49,0,0,28.13,29.1,17,
  Semper Картофельное Рагу с Говядиной ,85,2.2,,11.48,,0,4.76,,,
   116 g
  Дионис Школьное Пирожное,786,30.88,,120.96,,,10.72,,,
   160 g
  Куриное Филе,33,0.37,0.099,0,0,0,6.93,20,17,
   30 g
  Мистраль Киноа Вареная,156,2.5,,24.05,,,5.72,9.1,,
   130 g

"Friday, May 7, 2021",1759,79.09,14.381,169.99,18.28,32.5,93.88,1909,276,992
 Breakfast,287,14.87,5.318,18.82,2.6,2.58,20.01,366,50,166
  Куриное Филе,60,0.68,0.182,0,0,0,12.7,36,32,
   55 g
  Рататуй,62,4.84,0.673,4.8,1.3,2.1,0.68,173,0,158
   86 g
  Мчади,88,3.3,0.279,13.65,1.3,0.11,1.44,98,0,
   31 g
  Козий Сыр (Твердый),77,6.05,4.184,0.37,0,0.37,5.19,59,18,8
   17 g
 Lunch,309,22.09,2.936,20.14,2.29,11.33,8.88,307,18,263
  Куриное Филе,34,0.38,0.102,0,0,0,7.16,20,18,
   31 g
  Рататуй,103,8.05,1.118,7.98,2.1,3.49,1.13,287,0,263
   143 g
  Растительное Масло,120,13.6,1.716,0,0,0,0,0,0,
   1 tbsp
  Panda Лакрица,52,0.06,0,12.16,0.19,7.84,0.59,,,
   16 g
 Dinner,463,19.38,2.042,60.32,6.7,3.04,14.63,622,20,195
  Куриное Филе,38,0.43,0.116,0,0,0,8.08,23,20,
   35 g
  Рататуй,76,5.97,0.829,5.91,1.6,2.59,0.84,213,0,195
   106 g
  Мчади,346,12.98,1.097,53.71,5.1,0.45,5.67,386,0,
   122 g
  Zero Низкокалорийный Сироп Вишня,3,0,,0.7,,,0.04,,,
   20 g
 Snacks/Other,700,22.75,4.085,70.71,6.69,15.55,50.36,614,188,368
  Рататуй,64,5.01,0.696,4.97,1.3,2.17,0.7,179,0,164
   89 g
  Куриное Филе,46,0.52,0.139,0,0,0,9.7,27,24,
   42 g
  Бричмула Мчади с Сыром Сулугуни,96,2.07,,6.02,,,11.28,,,
   67 g
  Ударница Мармелад,52,0,0,12.91,0,0,0,0,,
   16 g
  Рататуй,80,6.25,0.868,6.19,1.7,2.71,0.88,223,0,204
   111 g
  Куриное Филе,41,0.46,0.122,0,0,0,8.54,24,21,
   37 g
  Бричмула Мчади с Сыром Сулугуни,65,1.39,,4.03,,,7.56,,,
   45 g
  Panda Лакрица,52,0.06,0,12.16,0.19,7.84,0.59,,,
   16 g
  ПП Кекс,204,6.99,2.26,24.43,3.5,2.83,11.11,161,143,
   112 g

"Saturday, May 8, 2021",1731,76.73,23.929,174.23,9.82,28.6,84.53,2029,335,142
 Breakfast,309,12.19,3.174,32.19,5.52,4.91,18.4,339,174,131
  Рататуй,51,4,0.555,3.96,1.1,1.73,0.56,143,0,131
   71 g
  Куриное Филе,25,0.29,0.076,0,0,0,5.31,15,13,
   23 g
  ПП Кекс,229,7.86,2.543,27.48,3.9,3.18,12.5,181,161,
   126 g
  Zero Низкокалорийный Джем Черника,4,0.04,,0.75,0.52,,0.03,,,
   15 g
 Lunch,890,40.06,14.223,87.77,3,4.1,42,1196,112,
  Хачапури,732,27.81,12.029,86.78,3,4.06,31.24,1157,99,
   246 g
  Сыр Сулугуни,48,3.75,2.194,0.04,0,0.04,3.46,39,13,
   17 g
  Окей Шашлык Куриный,110,8.5,,0.95,,,7.3,,,
"   1/2 x 100г, 50 g"
 Dinner,178,13.85,1.936,1.22,0,0.04,12.1,35,11,
  Окей Шашлык Куриный,136,10.54,,1.18,,,9.05,,,
   62 g
  Сыр Сулугуни,42,3.31,1.936,0.04,0,0.04,3.05,35,11,
   15 g
 Snacks/Other,354,10.63,4.596,53.05,1.3,19.55,12.03,459,38,11
  Хачапури,280,10.63,4.596,33.16,1.1,1.55,11.94,442,38,
   94 g
  Мармелад,74,0,0,19.89,0.2,18,0.09,17,0,11
   30 g

"Sunday, May 9, 2021",2172,106.71,10.028,230.11,6.56,40.15,78.25,1038,74,544
 Breakfast,539,23.49,5.232,58.9,1.5,19.77,23.46,520,43,11
  Хачапури,318,12.1,5.232,37.74,1.3,1.77,13.59,503,43,
   107 g
  Окей Шашлык Куриный,147,11.39,,1.27,,,9.78,,,
"   2/3 x 100г, 67 g"
  Мармелад,74,0,0,19.89,0.2,18,0.09,17,0,11
   30 g
 Lunch,461,31.17,2.086,37.42,2.5,2.83,10.86,146,0,178
  Окей Шашлык Куриный,110,8.5,,0.95,,,7.3,,,
"   1/2 x 100г, 50 g"
  Приготовленная Тыква,40,1.54,0.37,6.99,2.5,2.83,0.95,146,0,178
   88 g
  Растительное Масло,120,13.6,1.716,0,0,0,0,0,0,
   1 tbsp
  Дионис Школьное Пирожное,191,7.53,,29.48,,,2.61,,,
   39 g
 Dinner,232,8.16,2.194,18.37,1.2,1.24,19.27,239,31,234
  Картофельное Пюре,90,3.19,0.712,14.15,1.2,1.24,1.62,208,1,234
   90 g
  Говядина Постная,74,3.52,1.482,0,0,0,9.73,31,30,
   47 g
  Бричмула Мчади с Сыром Сулугуни,68,1.45,,4.22,,,7.92,,,
   47 g
 Snacks/Other,940,43.89,0.516,115.42,1.36,16.31,24.66,133,0,121
  Дионис Школьное Пирожное,373,14.67,,57.46,,,5.09,,,
   76 g
  Окей Шашлык Куриный,230,17.85,,2,,,15.33,,,
   105 g
  Рататуй,48,3.72,0.516,3.68,1,1.61,0.52,133,0,121
   66 g
  Дионис Школьное Пирожное,191,7.53,,29.48,,,2.61,,,
   39 g
  Panda Лакрица,98,0.12,0,22.8,0.36,14.7,1.11,,,
   30 g

"Monday, May 10, 2021",2120,90.23,14.154,225.73,3.78,23.44,106.23,572,132,321
 Breakfast,377,21.6,0.461,35.45,0.9,1.44,12.13,119,0,109
  Рататуй,42,3.32,0.461,3.29,0.9,1.44,0.47,119,0,109
   59 g
  Окей Шашлык Куриный,134,10.37,,1.16,,,8.91,,,
   61 g
  Дионис Школьное Пирожное,201,7.91,,31,,,2.75,,,
   41 g
 Lunch,259,9.39,4.336,29.93,0.46,18.48,14.61,98,38,19
  Куриное Филе,37,0.42,0.112,0,0,0,7.85,22,20,
   34 g
  Лэнд Тыква Запечёная,41,2.74,,3.31,,,0.82,,,
   48 g
  Sonko Рисовые Галеты Натуральные ,30,0.18,0.04,6.36,0.26,0.11,0.66,,,
   8 g
  Козий Сыр (Твердый),77,6.05,4.184,0.37,0,0.37,5.19,59,18,8
   17 g
  Мармелад,74,0,0,19.89,0.2,18,0.09,17,0,11
   30 g
 Dinner,898,33.79,,109.06,,,40.82,,,
  Пхали Хинкали Хинкали с Сыром Сулугуни,692,25.68,,77.31,,,38.01,,,
"   3 x 100г, 300 g"
  Дионис Школьное Пирожное,206,8.11,,31.75,,,2.81,,,
   42 g
 Snacks/Other,586,25.45,9.357,51.29,2.42,3.52,38.67,355,94,193
  Рататуй,37,2.93,0.407,2.9,0.8,1.27,0.41,105,0,96
   52 g
  Приготовленная Тыква,18,0.7,0.168,3.18,1.1,1.29,0.43,66,0,81
   40 g
  Куриное Филе,57,0.64,0.172,0,0,0,12.01,34,30,
   52 g
  Sonko Рисовые Галеты Натуральные ,30,0.18,0.04,6.36,0.26,0.11,0.66,,,
   8 g
  Козий Сыр (Твердый),77,6.05,4.184,0.37,0,0.37,5.19,59,18,8
   17 g
  Дионис Школьное Пирожное,206,8.11,,31.75,,,2.81,,,
   42 g
  Sonko Рисовые Галеты Натуральные ,30,0.18,0.04,6.36,0.26,0.11,0.66,,,
   8 g
  Козий Сыр (Твердый),77,6.05,4.184,0.37,0,0.37,5.19,59,18,8
   17 g
  Куриное Филе,54,0.61,0.162,0,0,0,11.31,32,28,
   49 g

"Tuesday, May 11, 2021",2326,79.57,13.89,311.22,5.82,67.04,95.28,1151.48,321,502
 Breakfast,428,17.37,0.52,52.62,0.7,1.1,16.97,123,30,83
  Куриное Филе,56,0.63,0.168,0,0,0,11.78,33,30,
   51 g
  Рататуй,32,2.53,0.352,2.51,0.7,1.1,0.36,90,0,83
   45 g
  Лэнд Тыква Запечёная,31,2.05,,2.48,,,0.61,,,
   36 g
  Дионис Школьное Пирожное,309,12.16,,47.63,,,4.22,,,
   63 g
 Lunch,545,18.24,0.777,78.51,1.56,16.58,18.52,189,31,142
  Куриное Филе,58,0.66,0.175,0,0,0,12.24,34,31,
   53 g
  Рататуй,55,4.34,0.602,4.3,1.2,1.88,0.61,155,0,142
   77 g
  Panda Лакрица,98,0.12,0,22.8,0.36,14.7,1.11,,,
   30 g
  Дионис Школьное Пирожное,334,13.12,,51.41,,,4.56,,,
   68 g
 Dinner,278,2.77,0.508,51.62,0.4,36,12.09,60.48,24,114
  Мистраль Киноа Вареная,77,1.23,,11.84,,,2.82,4.48,,
   64 g
"  Мясо Индейки (Вареное, Жареное)",53,1.54,0.508,0,0,0,9.09,22,24,92
   31 g
  Мармелад,148,0,0,39.78,0.4,36,0.18,34,0,22
   60 g
 Snacks/Other,1075,41.19,12.085,128.47,3.16,13.36,47.7,779,236,163
  Sonko Рисовые Галеты Натуральные ,30,0.18,0.04,6.36,0.26,0.11,0.66,,,
   8 g
  Козий Сыр (Твердый),72,5.69,3.937,0.35,0,0.35,4.88,55,17,8
   16 g
"  Мясо Индейки (Вареное, Жареное)",88,2.58,0.853,0,0,0,15.25,36,40,155
   52 g
  Дионис Школьное Пирожное,344,13.51,,52.92,,,4.69,,,
   70 g
  Овсяный Кекс,214,6.79,1.876,30.04,1.6,11.09,8.25,171,135,
   101 g
  Хачапури,327,12.44,5.379,38.8,1.3,1.81,13.97,517,44,
   110 g

"Wednesday, May 12, 2021",2030,95.38,21.4,209.89,5.68,22.71,82.83,2952,206,438
 Breakfast,421,18.46,5.316,44.57,1.44,9.28,18.35,999,62,168
  Хачапури,268,10.17,4.401,31.75,1.1,1.48,11.43,423,36,
   90 g
"  Белое Мясо Индейки (Запеченное, Нарезанное)",54,1.44,0.057,3.7,0.2,1.92,6.48,576,26,168
   48 g
  Растительное Масло,60,6.8,0.858,0,0,0,0,0,0,
   1/2 tbsp
  Panda Лакрица,39,0.05,0,9.12,0.14,5.88,0.44,,,
   12 g
 Lunch,153,11.23,1.324,6.75,1,3.27,7.16,705,28,270
"  Белое Мясо Индейки (Запеченное, Нарезанное)",56,1.5,0.059,3.85,0.2,2,6.75,600,28,174
   50 g
  Рататуй,37,2.93,0.407,2.9,0.8,1.27,0.41,105,0,96
   52 g
  Растительное Масло,60,6.8,0.858,0,0,0,0,0,0,
   1/2 tbsp
 Dinner,440,15.31,6.601,56.74,1.74,8.11,17.58,635,54,
  Хачапури,401,15.26,6.601,47.62,1.6,2.23,17.14,635,54,
   135 g
  Panda Лакрица,39,0.05,0,9.12,0.14,5.88,0.44,,,
   12 g
 Snacks/Other,1016,50.38,8.159,101.83,1.5,2.05,39.74,613,62,
  Окей Шашлык Куриный,237,18.36,,2.05,,,15.77,,,
   108 g
  Сыр Сулугуни,48,3.75,2.194,0.04,0,0.04,3.46,39,13,
   17 g
  Хачапури,363,13.79,5.965,43.04,1.5,2.01,15.49,574,49,
   122 g
  Дионис Школьное Пирожное,368,14.48,,56.7,,,5.02,,,
"   3/4 x 100г, 75 g"

"Thursday, May 13, 2021",1688,62.67,24.308,176.49,6,9.23,92.67,2661,268,599
 Breakfast,335,12.1,4.654,36.93,1.3,3.51,18.56,1030,65,171
"  Белое Мясо Индейки (Запеченное, Нарезанное)",55,1.47,0.058,3.77,0.2,1.96,6.62,588,27,171
   49 g
  Хачапури,280,10.63,4.596,33.16,1.1,1.55,11.94,442,38,
   94 g
 Lunch,345,11.12,4.671,32.1,1.1,1.5,27.02,472,76,
  Хачапури,271,10.29,4.45,32.1,1.1,1.5,11.55,428,37,
   91 g
  Куриное Филе,74,0.83,0.221,0,0,0,15.47,44,39,
   67 g
 Dinner,419,18.75,8.617,40.46,1.3,1.46,20.28,514,59,142
  Свинина Запеченая,86,5.1,1.868,0,0,0,9.43,101,29,142
   35 g
  Картошка Печеная,19,0.13,0.022,4.1,0.4,0.22,0.5,60,0,
   20 g
  Хачапури,223,8.48,3.667,26.46,0.9,1.24,9.52,353,30,
   1 serving (75 g)
  Lindt Тёмный Шоколад с Карамелью и Морской Солью,91,5.04,3.06,9.9,,,0.83,,,
   18 g
 Snacks/Other,589,20.7,6.366,67,2.3,2.76,26.81,645,68,286
  Картофельное Пюре,110,3.89,0.87,17.29,1.4,1.52,1.98,254,1,286
   110 g
  Говядина Постная,91,4.35,1.829,0,0,0,12.01,38,37,
   58 g
  Fazer Калитка с Рисом ,165,3.98,,23.25,,,3.3,,,
"   3/4 x 100г, 75 g"
  Хачапури,223,8.48,3.667,26.46,0.9,1.24,9.52,353,30,
   1 serving (75 g)

"Friday, May 14, 2021",1928,97.07,15.949,179.14,4,6.09,83.78,1051,124,306
 Breakfast,459,25.24,7.499,34.55,1,1.34,22.3,406,43,
  Хачапури,235,8.93,3.863,27.87,1,1.3,10.03,371,32,
   79 g
  Окей Шашлык Куриный,131,10.2,,1.14,,,8.76,,,
   60 g
  Сыр Сулугуни,42,3.31,1.936,0.04,0,0.04,3.05,35,11,
   15 g
  Lindt Тёмный Шоколад с Карамелью и Морской Солью,51,2.8,1.7,5.5,,,0.46,,,
   10 g
 Lunch,235,14.74,4.217,11.85,1.7,2.82,13.66,418,40,190
  Рататуй,74,5.8,0.805,5.75,1.5,2.51,0.81,207,0,190
   103 g
  Шашлык Куриный,110,6.14,1.712,0.6,0.2,0.31,12.39,211,40,
   61 g
  Lindt Тёмный Шоколад с Карамелью и Морской Солью,51,2.8,1.7,5.5,,,0.46,,,
   10 g
 Dinner,199,14.99,4.233,5.14,1.3,1.93,11.2,227,41,116
  Рататуй,45,3.55,0.493,3.52,0.9,1.54,0.5,127,0,116
   63 g
  Свинина Тушеная,154,11.44,3.74,1.62,0.4,0.39,10.7,100,41,
   57 g
 Snacks/Other,1035,42.1,,127.6,,,36.62,,,
  Перекресток Пицца-Пакет с Курицей и Сыром,616,23.36,,82.21,,,19.46,,,
   229 g
  Pizza Mia Пицца Деревенская с Курицей,419,18.74,,45.39,,,17.16,,,
   176 g

"Saturday, May 15, 2021",1734,86.85,18.388,141.79,5.6,7.03,92.78,2026.71,178,833
 Breakfast,261,13.11,4.032,11.53,0.5,0.76,21.69,271.71,58,345
  Свинина Запеченая,175,10.34,3.79,0,0,0,19.12,206,58,288
   71 g
  Мистраль Киноа Вареная,64,1.02,,9.8,,,2.33,3.71,,
   53 g
  Рататуй,22,1.75,0.242,1.73,0.5,0.76,0.24,62,0,57
   31 g
 Lunch,601,27.4,1.7,65.07,,,22.98,,,
  Pizza Mia Пицца Деревенская с Курицей,550,24.6,,59.57,,,22.52,,,
   231 g
  Lindt Тёмный Шоколад с Карамелью и Морской Солью,51,2.8,1.7,5.5,,,0.46,,,
   10 g
 Dinner,213,8.23,0.761,17.23,1.7,4.12,17.41,1051,38,
  Индейка Тушеная,128,4.37,0.726,6.25,1,3.76,15.52,955,38,
   108 g
  Лэнд Тыква Запечёная,55,3.65,,4.42,,,1.09,,,
   64 g
  Картошка Печеная,30,0.21,0.035,6.56,0.7,0.36,0.8,96,0,
   32 g
 Snacks/Other,659,38.11,11.895,47.96,3.4,2.15,30.7,704,82,488
  Лэнд Тыква Запечёная,64,4.28,,5.18,,,1.28,,,
"   3/4 x 100г, 75 g"
  Рататуй,31,2.42,0.336,2.4,0.6,1.05,0.34,86,0,79
   43 g
  Шашлык Куриный,85,4.73,1.319,0.46,0.2,0.24,9.54,163,30,
   47 g
  Жареный Картофель,25,1.19,0.153,3.41,0.4,0.15,0.39,17,0,82
   17 g
  Сыр Сулугуни,45,3.53,2.065,0.04,0,0.04,3.25,37,12,
   16 g
  Картофель Фри,170,8.72,2.032,22.11,2,0.36,2.16,186,0,327
   62 g
  Шашлык Куриный,112,6.24,1.74,0.61,0.2,0.31,12.59,215,40,
   62 g
  Lindt Тёмный Шоколад с Карамелью и Морской Солью,127,7,4.25,13.75,,,1.15,,,
"   1/4 x 100г, 25 g"

"Sunday, May 16, 2021",1918,117.23,15.104,103.38,8.46,25.85,112.49,1092,161,717
 Breakfast,310,16.59,4.425,14.34,2.7,2.34,25.8,575,78,236
